Location,Year,Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (degree celsius),Maximum Temperature (degree celsius),Minimum Temperature (degree celsius),Mean Wind Speed (km/h),Max Wind Speed (km/h) 
Sembawang,2022,1 Jun,0.0,0.0,0.0,0.0,28.2,31.1,25.5,-,-
Sembawang,2022,2 Jun,6.2,5.8,6.2,6.2,27.4,31.6,24.5,-,-
Sembawang,2022,3 Jun,1.2,0.6,0.6,0.6,27.0,30.0,25.1,-,-
Sembawang,2022,4 Jun,4.4,3.0,3.8,4.2,27.9,32.8,23.9,-,-
Sembawang,2022,5 Jun,10.1,10.0,10.0,10.1,26.8,32.6,24.7,-,-
Sembawang,2022,6 Jun,0.0,0.0,0.0,0.0,27.9,31.9,24.7,-,-
Sembawang,2022,7 Jun,1.4,1.0,1.2,1.2,26.7,29.4,24.5,-,-
Sembawang,2022,8 Jun,30.0,23.5,29.1,29.5,27.4,33.8,23.9,-,-
Sembawang,2022,9 Jun,0.4,0.2,0.2,0.2,26.8,31.0,23.6,-,-
Sembawang,2022,10 Jun,29.5,21.9,29.3,29.5,27.2,33.9,23.3,-,-
Sembawang,2022,11 Jun,49.0,35.6,45.0,46.8,26.8,31.6,23.1,-,-
Sembawang,2022,12 Jun,0.0,0.0,0.0,0.0,26.8,29.4,24.2,-,-
Sembawang,2022,13 Jun,1.4,1.4,1.4,1.4,27.3,32.6,24.6,-,-
Sembawang,2022,14 Jun,8.8,8.2,8.8,8.8,27.1,31.7,23.6,-,-
Sembawang,2022,15 Jun,8.8,6.6,6.6,6.6,27.1,32.5,24.5,-,-
Sembawang,2022,16 Jun,6.4,5.6,5.8,6.0,26.0,29.6,23.7,-,-
Sembawang,2022,17 Jun,0.2,0.2,0.2,0.4,27.3,31.2,24.1,-,-
Sembawang,2022,18 Jun,0.8,0.6,0.6,0.8,26.7,31.6,24.1,-,-
Sembawang,2022,19 Jun,0.2,0.2,0.2,0.2,27.1,31.6,23.1,-,-
Sembawang,2022,20 Jun,31.0,25.3,28.9,29.5,25.9,28.1,23.7,-,-
Sembawang,2022,21 Jun,17.5,16.1,17.3,17.5,26.6,29.5,23.5,-,-
Sembawang,2022,22 Jun,0.0,0.0,0.0,0.0,27.2,31.3,24.3,-,-
Sembawang,2022,23 Jun,4.0,2.2,3.2,3.2,26.1,30.1,23.9,-,-
Sembawang,2022,24 Jun,1.2,0.6,0.6,0.6,26.5,31.1,23.5,-,-
Sembawang,2022,25 Jun,0.6,0.2,0.4,0.4,26.5,29.0,24.3,-,-
Sembawang,2022,26 Jun,0.0,0.0,0.0,0.0,28.2,33.0,24.3,-,-
Sembawang,2022,27 Jun,0.0,0.0,0.0,0.0,28.3,33.3,24.6,-,-
Sembawang,2022,28 Jun,11.1,10.1,10.3,10.3,26.6,33.2,24.2,-,-
Sembawang,2022,29 Jun,0.0,0.0,0.0,0.0,28.0,32.6,23.5,-,-
Sembawang,2022,30 Jun,8.4,6.6,8.0,8.4,26.9,30.3,23.9,-,-
Sembawang,2022,1 May,0.4,0.2,0.2,0.2,27.8,32.1,25.3,-,-
Sembawang,2022,2 May,3.0,1.4,1.6,2.2,27.7,31.7,24.1,-,-
Sembawang,2022,3 May,17.7,13.9,16.3,17.1,28.0,32.0,24.0,-,-
Sembawang,2022,4 May,47.4,23.1,33.4,44.0,27.7,31.6,23.8,-,-
Sembawang,2022,5 May,0.0,0.0,0.0,0.0,28.7,32.0,25.7,-,-
Sembawang,2022,6 May,0.0,0.0,0.0,0.0,29.3,33.7,25.5,-,-
Sembawang,2022,7 May,5.0,2.0,2.8,3.6,27.2,31.4,23.9,-,-
Sembawang,2022,8 May,0.6,0.2,0.4,0.4,27.5,30.4,24.9,-,-
Sembawang,2022,9 May,7.6,5.8,6.4,7.2,29.1,33.7,25.8,-,-
Sembawang,2022,10 May,0.0,0.0,0.0,0.2,29.7,34.2,25.7,-,-
Sembawang,2022,11 May,19.9,8.8,13.5,16.3,27.7,30.6,24.5,-,-
Sembawang,2022,12 May,0.0,0.0,0.0,0.0,29.3,33.6,25.4,-,-
Sembawang,2022,13 May,7.4,7.0,7.2,7.4,29.1,34.3,25.7,-,-
Sembawang,2022,14 May,3.8,2.6,2.6,3.0,29.1,33.7,26.2,-,-
Sembawang,2022,15 May,26.1,12.3,15.1,16.9,27.8,33.2,24.2,-,-
Sembawang,2022,16 May,49.4,13.7,24.1,43.6,26.4,31.9,24.1,-,-
Sembawang,2022,17 May,0.0,0.0,0.0,0.0,28.6,33.6,23.6,-,-
Sembawang,2022,18 May,0.0,0.0,0.0,0.0,29.6,33.9,25.0,-,-
Sembawang,2022,19 May,32.8,24.1,26.5,27.3,27.4,32.5,24.4,-,-
Sembawang,2022,20 May,17.7,16.7,17.5,17.7,27.2,32.9,24.5,-,-
Sembawang,2022,21 May,0.0,0.0,0.0,0.0,27.8,33.0,24.2,-,-
Sembawang,2022,22 May,0.0,0.0,0.0,0.0,28.6,33.0,25.0,-,-
Sembawang,2022,23 May,0.2,0.2,0.2,0.2,28.4,33.6,24.7,-,-
Sembawang,2022,24 May,0.0,0.0,0.0,0.0,28.9,34.2,24.3,-,-
Sembawang,2022,25 May,30.2,26.5,28.7,29.7,27.1,33.1,24.1,-,-
Sembawang,2022,26 May,0.0,0.0,0.0,0.0,27.8,32.9,23.3,-,-
Sembawang,2022,27 May,0.0,0.0,0.0,0.0,28.9,34.4,24.7,-,-
Sembawang,2022,28 May,0.0,0.0,0.0,0.0,28.4,32.6,25.3,-,-
Sembawang,2022,29 May,0.0,0.0,0.0,0.0,29.2,34.1,25.4,-,-
Sembawang,2022,30 May,0.0,0.0,0.0,0.0,29.7,34.4,25.1,-,-
Sembawang,2022,31 May,5.6,4.4,5.0,5.4,29.1,34.0,26.0,-,-
Sembawang,2022,1 Apr,1.4,1.4,1.4,1.4,27.7,33.9,23.5,-,-
Sembawang,2022,2 Apr,1.6,1.0,1.0,1.4,27.1,33.3,24.1,-,-
Sembawang,2022,3 Apr,19.5,12.5,16.9,19.3,25.8,30.9,23.9,-,-
Sembawang,2022,4 Apr,0.0,0.0,0.0,0.0,27.0,33.0,22.3,-,-
Sembawang,2022,5 Apr,0.0,0.0,0.0,0.0,27.2,30.7,24.1,-,-
Sembawang,2022,6 Apr,40.2,33.6,37.6,39.4,27.1,34.0,23.8,-,-
Sembawang,2022,7 Apr,0.6,0.6,0.6,0.6,26.1,27.8,24.3,-,-
Sembawang,2022,8 Apr,0.0,0.0,0.0,0.0,27.2,33.5,23.7,-,-
Sembawang,2022,9 Apr,9.0,7.4,8.8,9.0,26.5,31.1,22.2,-,-
Sembawang,2022,10 Apr,1.4,1.4,1.4,1.4,26.7,32.6,23.8,-,-
Sembawang,2022,11 Apr,1.6,1.2,1.4,1.4,26.1,32.1,23.6,-,-
Sembawang,2022,12 Apr,8.4,6.0,6.0,6.0,27.1,33.0,23.4,-,-
Sembawang,2022,13 Apr,0.0,0.0,0.0,0.0,27.4,32.0,24.1,-,-
Sembawang,2022,14 Apr,2.4,1.6,2.2,2.4,28.2,32.7,23.0,-,-
Sembawang,2022,15 Apr,20.1,7.0,11.7,18.9,27.4,31.1,24.6,-,-
Sembawang,2022,16 Apr,0.4,0.4,0.4,0.4,28.2,32.7,23.9,-,-
Sembawang,2022,17 Apr,7.8,5.6,5.8,5.8,27.8,34.3,25.4,-,-
Sembawang,2022,18 Apr,12.7,3.2,4.6,6.6,27.4,33.4,24.3,-,-
Sembawang,2022,19 Apr,6.2,5.6,5.8,6.0,26.9,32.7,24.7,-,-
Sembawang,2022,20 Apr,9.0,8.8,9.0,9.0,27.2,33.7,24.2,-,-
Sembawang,2022,21 Apr,4.8,1.8,3.0,4.4,25.2,27.2,24.0,-,-
Sembawang,2022,22 Apr,0.0,0.0,0.0,0.0,28.1,33.5,23.3,-,-
Sembawang,2022,23 Apr,17.9,16.3,17.9,17.9,27.6,33.7,24.9,-,-
Sembawang,2022,24 Apr,0.6,0.6,0.6,0.6,28.6,33.9,24.6,-,-
Sembawang,2022,25 Apr,13.7,9.2,9.2,9.2,27.5,33.6,25.0,-,-
Sembawang,2022,26 Apr,0.0,0.0,0.0,0.0,28.2,32.0,24.2,-,-
Sembawang,2022,27 Apr,5.4,5.2,5.4,5.4,27.4,32.5,25.3,-,-
Sembawang,2022,28 Apr,9.0,8.6,9.0,9.0,27.4,33.2,24.7,-,-
Sembawang,2022,29 Apr,0.0,0.0,0.0,0.0,28.4,33.5,24.8,-,-
Sembawang,2022,30 Apr,36.0,28.7,31.0,31.0,27.5,33.7,24.5,-,-
Sembawang,2022,1 Mar,0.8,0.8,0.8,0.8,27.7,31.7,24.7,-,-
Sembawang,2022,2 Mar,79.2,34.0,57.9,78.0,26.9,33.4,23.4,-,-
Sembawang,2022,3 Mar,20.1,13.5,14.7,15.5,27.0,33.7,23.7,-,-
Sembawang,2022,4 Mar,0.0,0.0,0.0,0.0,27.5,32.4,24.0,-,-
Sembawang,2022,5 Mar,46.6,33.0,39.6,46.4,27.0,33.4,23.2,-,-
Sembawang,2022,6 Mar,0.0,0.0,0.0,0.0,26.9,30.9,24.2,-,-
Sembawang,2022,7 Mar,45.0,18.9,34.2,44.0,27.0,32.7,24.4,-,-
Sembawang,2022,8 Mar,0.0,0.0,0.0,0.0,27.6,31.6,24.2,-,-
Sembawang,2022,9 Mar,0.6,0.6,0.6,0.6,28.1,31.9,25.3,-,-
Sembawang,2022,10 Mar,8.4,8.4,8.4,8.4,27.8,32.9,23.7,-,-
Sembawang,2022,11 Mar,1.8,0.8,1.0,1.2,27.6,33.6,25.0,-,-
Sembawang,2022,12 Mar,0.0,0.0,0.0,0.0,28.1,34.1,24.2,-,-
Sembawang,2022,13 Mar,12.3,9.6,11.9,12.3,28.1,34.7,23.2,-,-
Sembawang,2022,14 Mar,3.4,3.0,3.4,3.4,28.1,32.8,25.3,-,-
Sembawang,2022,15 Mar,16.5,5.8,7.4,11.1,26.1,31.7,23.6,-,-
Sembawang,2022,16 Mar,2.4,2.2,2.2,2.2,27.8,33.0,23.7,-,-
Sembawang,2022,17 Mar,7.2,6.4,7.2,7.2,26.8,31.1,24.3,-,-
Sembawang,2022,18 Mar,0.0,0.0,0.0,0.0,28.3,33.4,24.2,-,-
Sembawang,2022,19 Mar,0.0,0.0,0.0,0.0,29.3,35.2,25.1,-,-
Sembawang,2022,20 Mar,0.0,0.0,0.0,0.0,28.8,33.0,26.0,-,-
Sembawang,2022,21 Mar,0.2,0.2,0.2,0.2,28.4,33.4,23.3,-,-
Sembawang,2022,22 Mar,16.5,16.1,16.5,16.5,28.2,33.2,25.4,-,-
Sembawang,2022,23 Mar,50.1,39.8,49.0,50.1,27.3,33.8,23.6,-,-
Sembawang,2022,24 Mar,22.1,11.1,18.9,21.7,27.4,34.7,24.2,-,-
Sembawang,2022,25 Mar,0.0,0.0,0.0,0.0,27.9,34.0,24.3,-,-
Sembawang,2022,26 Mar,18.9,10.3,17.3,18.5,27.5,34.5,23.6,-,-
Sembawang,2022,27 Mar,0.2,0.2,0.2,0.2,28.0,34.3,23.3,-,-
Sembawang,2022,28 Mar,70.0,42.8,60.9,70.0,27.4,34.4,23.8,-,-
Sembawang,2022,29 Mar,17.9,15.7,17.7,17.9,27.4,33.9,24.7,-,-
Sembawang,2022,30 Mar,10.0,8.4,10.0,10.0,27.8,33.7,24.2,-,-
Sembawang,2022,31 Mar,3.2,2.2,3.0,3.2,27.1,32.3,24.4,-,-
Sembawang,2022,1 Feb,0.0,0.0,0.0,0.0,28.0,32.5,25.2,-,-
Sembawang,2022,2 Feb,0.0,0.0,0.0,0.0,28.1,33.3,23.5,-,-
Sembawang,2022,3 Feb,0.0,0.0,0.0,0.0,28.6,33.1,25.5,-,-
Sembawang,2022,4 Feb,0.0,0.0,0.0,0.0,28.5,33.2,26.0,-,-
Sembawang,2022,5 Feb,0.8,0.4,0.4,0.6,27.6,32.0,25.7,-,-
Sembawang,2022,6 Feb,23.9,12.1,12.1,15.3,25.9,29.7,24.3,-,-
Sembawang,2022,7 Feb,2.0,1.2,1.6,1.8,26.5,29.9,24.5,-,-
Sembawang,2022,8 Feb,1.0,0.6,0.8,1.0,26.6,30.8,24.1,-,-
Sembawang,2022,9 Feb,31.2,13.5,15.9,22.5,25.9,31.6,23.7,-,-
Sembawang,2022,10 Feb,12.7,3.0,4.2,5.0,24.5,26.0,22.8,-,-
Sembawang,2022,11 Feb,7.8,5.6,5.8,7.6,25.4,29.9,22.8,-,-
Sembawang,2022,12 Feb,1.2,0.6,1.0,1.2,27.2,32.6,23.2,-,-
Sembawang,2022,13 Feb,7.8,5.8,5.8,7.8,26.8,31.9,23.7,-,-
Sembawang,2022,14 Feb,0.2,0.2,0.2,0.2,27.3,31.5,23.7,-,-
Sembawang,2022,15 Feb,2.6,2.6,2.6,2.6,28.3,32.5,26.0,-,-
Sembawang,2022,16 Feb,4.2,2.6,2.8,3.2,26.2,28.9,23.1,-,-
Sembawang,2022,17 Feb,0.8,0.6,0.8,0.8,27.5,32.8,23.1,-,-
Sembawang,2022,18 Feb,0.0,0.0,0.0,0.0,28.7,32.5,26.4,-,-
Sembawang,2022,19 Feb,0.0,0.0,0.0,0.0,28.0,32.3,25.8,-,-
Sembawang,2022,20 Feb,1.6,1.4,1.6,1.6,27.1,33.5,23.8,-,-
Sembawang,2022,21 Feb,0.0,0.0,0.0,0.0,28.2,33.1,24.9,-,-
Sembawang,2022,22 Feb,0.0,0.0,0.0,0.0,28.1,33.3,24.5,-,-
Sembawang,2022,23 Feb,0.0,0.0,0.0,0.0,27.6,32.4,24.6,-,-
Sembawang,2022,24 Feb,16.1,4.2,5.6,8.4,25.0,27.9,23.4,-,-
Sembawang,2022,25 Feb,30.0,24.5,29.9,30.0,26.5,32.6,22.7,-,-
Sembawang,2022,26 Feb,0.0,0.0,0.0,0.0,26.5,29.4,23.4,-,-
Sembawang,2022,27 Feb,77.6,38.0,47.0,64.9,26.1,29.6,24.1,-,-
Sembawang,2022,28 Feb,0.0,0.0,0.0,0.0,27.7,32.4,24.2,-,-
Sembawang,2022,1 Jan,5.8,1.2,1.8,2.4,25.5,30.4,23.8,-,-
Sembawang,2022,2 Jan,77.4,19.1,24.7,27.9,24.0,25.2,23.3,-,-
Sembawang,2022,3 Jan,1.8,1.2,1.2,1.2,25.7,30.2,23.2,-,-
Sembawang,2022,4 Jan,23.1,16.9,17.5,21.1,25.8,30.8,23.9,-,-
Sembawang,2022,5 Jan,0.4,0.4,0.4,0.4,28.0,33.4,24.4,-,-
Sembawang,2022,6 Jan,0.0,0.0,0.0,0.0,28.3,32.6,24.4,-,-
Sembawang,2022,7 Jan,41.2,22.5,29.3,41.2,27.4,32.9,24.6,-,-
Sembawang,2022,8 Jan,1.4,1.4,1.4,1.4,27.6,31.4,25.7,-,-
Sembawang,2022,9 Jan,0.0,0.0,0.0,0.0,28.1,32.1,25.5,-,-
Sembawang,2022,10 Jan,0.0,0.0,0.0,0.0,27.9,32.5,25.3,-,-
Sembawang,2022,11 Jan,0.0,0.0,0.0,0.0,27.8,32.7,24.2,-,-
Sembawang,2022,12 Jan,0.0,0.0,0.0,0.0,27.7,32.7,25.1,-,-
Sembawang,2022,13 Jan,0.0,0.0,0.0,0.0,27.3,32.3,24.0,-,-
Sembawang,2022,14 Jan,0.0,0.0,0.0,0.0,27.5,31.9,24.6,-,-
Sembawang,2022,15 Jan,0.0,0.0,0.0,0.0,27.9,33.0,24.9,-,-
Sembawang,2022,16 Jan,0.0,0.0,0.0,0.0,28.0,32.7,25.2,-,-
Sembawang,2022,17 Jan,0.6,0.6,0.6,0.6,27.4,30.6,25.7,-,-
Sembawang,2022,18 Jan,0.0,0.0,0.0,0.0,27.9,32.5,25.2,-,-
Sembawang,2022,19 Jan,4.0,3.8,3.8,3.8,27.1,31.2,23.6,-,-
Sembawang,2022,20 Jan,2.4,2.4,2.4,2.4,27.3,31.6,25.2,-,-
Sembawang,2022,21 Jan,0.0,0.0,0.0,0.0,27.6,32.5,23.3,-,-
Sembawang,2022,22 Jan,0.0,0.0,0.0,0.0,27.8,33.1,24.9,-,-
Sembawang,2022,23 Jan,0.0,0.0,0.0,0.0,27.9,33.2,24.5,-,-
Sembawang,2022,24 Jan,0.0,0.0,0.0,0.0,27.8,32.5,23.7,-,-
Sembawang,2022,25 Jan,0.0,0.0,0.0,0.0,28.2,33.8,24.2,-,-
Sembawang,2022,26 Jan,0.0,0.0,0.0,0.0,27.9,33.3,23.3,-,-
Sembawang,2022,27 Jan,0.0,0.0,0.0,0.0,27.5,33.0,23.3,-,-
Sembawang,2022,28 Jan,0.0,0.0,0.0,0.0,28.0,33.9,23.1,-,-
Sembawang,2022,29 Jan,0.0,0.0,0.0,0.0,27.8,34.4,22.8,-,-
Sembawang,2022,30 Jan,55.7,22.7,38.6,46.8,26.7,33.0,23.5,-,-
Sembawang,2022,31 Jan,0.0,0.0,0.0,0.0,27.8,33.2,23.7,-,-
Sembawang,2021,1 Dec,0.0,0.0,0.0,0.0,-,33.9,25.4,-,-
Sembawang,2021,2 Dec,6.4,4.0,4.0,4.8,-,28.6,23.1,-,-
Sembawang,2021,3 Dec,0.0,0.0,0.0,0.0,-,30.5,23.7,-,-
Sembawang,2021,4 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,5 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,6 Dec,0.0,0.0,0.0,0.0,-,31.7,25.2,-,-
Sembawang,2021,7 Dec,0.0,0.0,0.0,0.0,-,32.5,25.7,-,-
Sembawang,2021,8 Dec,0.0,0.0,0.0,0.0,-,32.0,25.2,-,-
Sembawang,2021,9 Dec,0.0,0.0,0.0,0.0,-,32.4,25.0,-,-
Sembawang,2021,10 Dec,18.4,7.4,7.8,12.3,-,32.6,24.4,-,-
Sembawang,2021,11 Dec,10.4,3.6,4.4,5.8,-,-,-,-,-
Sembawang,2021,12 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,13 Dec,0.0,0.0,0.0,0.0,-,30.8,23.5,-,-
Sembawang,2021,14 Dec,0.0,0.0,0.0,0.0,-,32.3,25.3,-,-
Sembawang,2021,15 Dec,0.8,0.8,0.8,0.8,-,32.3,24.7,-,-
Sembawang,2021,16 Dec,0.0,0.0,0.0,0.0,-,32.6,24.8,-,-
Sembawang,2021,17 Dec,33.6,10.9,12.3,19.1,-,31.1,24.7,-,-
Sembawang,2021,18 Dec,19.5,18.1,19.3,19.5,-,-,-,-,-
Sembawang,2021,19 Dec,18.5,10.1,12.1,15.3,-,-,-,-,-
Sembawang,2021,20 Dec,0.0,0.0,0.0,0.0,-,32.0,24.5,-,-
Sembawang,2021,21 Dec,0.0,0.0,0.0,0.0,-,33.9,24.7,-,-
Sembawang,2021,22 Dec,0.0,0.0,0.0,0.0,-,32.5,26.1,-,-
Sembawang,2021,23 Dec,0.8,0.6,0.8,0.8,-,30.6,24.9,-,-
Sembawang,2021,24 Dec,4.4,3.8,4.0,4.4,-,32.2,24.3,-,-
Sembawang,2021,25 Dec,3.2,1.4,1.6,1.8,-,-,-,-,-
Sembawang,2021,26 Dec,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,27 Dec,0.0,0.0,0.0,0.0,-,32.9,25.2,-,-
Sembawang,2021,28 Dec,0.0,0.0,0.0,0.0,-,32.5,25.3,-,-
Sembawang,2021,29 Dec,3.6,3.0,3.0,3.6,-,31.4,24.9,-,-
Sembawang,2021,30 Dec,0.4,0.4,0.4,0.4,-,31.0,24.2,-,-
Sembawang,2021,31 Dec,45.1,18.5,21.7,25.7,-,27.0,24.0,-,-
Sembawang,2021,1 Nov,4.8,4.2,4.2,4.8,-,31.0,24.1,-,31.5
Sembawang,2021,2 Nov,41.6,26.5,35.2,39.6,-,31.9,23.7,-,35.2
Sembawang,2021,3 Nov,1.4,0.4,0.4,0.8,-,31.6,24.4,-,-
Sembawang,2021,4 Nov,118.2,60.3,103.1,117.2,-,-,-,-,-
Sembawang,2021,5 Nov,32.4,16.3,23.5,26.3,-,31.8,23.3,-,-
Sembawang,2021,6 Nov,0.4,0.2,0.2,0.2,-,-,-,-,-
Sembawang,2021,7 Nov,5.8,2.2,2.4,3.2,-,-,-,-,-
Sembawang,2021,8 Nov,0.0,0.0,0.0,0.0,-,29.8,24.2,-,-
Sembawang,2021,9 Nov,33.1,26.1,26.5,26.5,-,33.9,24.0,-,-
Sembawang,2021,10 Nov,13.2,4.0,6.4,8.8,-,29.0,23.7,-,-
Sembawang,2021,11 Nov,0.6,0.2,0.4,0.4,-,31.7,24.2,-,-
Sembawang,2021,12 Nov,2.2,1.0,1.4,1.8,-,32.2,23.8,-,-
Sembawang,2021,13 Nov,0.8,0.4,0.4,0.6,-,-,-,-,-
Sembawang,2021,14 Nov,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,15 Nov,0.0,0.0,0.0,0.0,-,31.8,24.1,-,-
Sembawang,2021,16 Nov,8.8,7.4,7.6,8.8,-,32.4,23.6,-,-
Sembawang,2021,17 Nov,0.0,0.0,0.0,0.0,-,32.8,24.1,-,-
Sembawang,2021,18 Nov,14.8,9.2,11.3,12.3,-,30.2,23.5,-,-
Sembawang,2021,19 Nov,1.2,0.8,1.0,1.2,-,31.7,24.4,-,-
Sembawang,2021,20 Nov,1.2,0.8,0.8,0.8,-,-,-,-,-
Sembawang,2021,21 Nov,1.4,0.4,0.6,0.8,-,-,-,-,-
Sembawang,2021,22 Nov,0.0,0.0,0.0,0.0,-,33.3,24.4,-,-
Sembawang,2021,23 Nov,18.2,6.8,11.9,15.1,-,31.6,23.5,-,-
Sembawang,2021,24 Nov,4.0,1.4,1.8,2.4,-,27.2,23.9,-,-
Sembawang,2021,25 Nov,0.0,0.0,0.0,0.0,-,33.5,23.2,-,-
Sembawang,2021,26 Nov,0.0,0.0,0.0,0.0,-,32.1,24.7,-,-
Sembawang,2021,27 Nov,6.4,5.2,5.4,5.4,-,-,-,-,-
Sembawang,2021,28 Nov,0.0,0.0,0.0,0.0,-,32.7,24.3,-,-
Sembawang,2021,29 Nov,0.0,0.0,0.0,0.0,-,33.2,25.3,-,-
Sembawang,2021,30 Nov,0.0,0.0,0.0,0.0,-,34.0,25.3,-,-
Sembawang,2021,1 Oct,29.0,11.3,17.7,20.3,-,31.4,23.2,-,55.6
Sembawang,2021,2 Oct,0.2,0.2,0.2,0.4,-,-,-,-,-
Sembawang,2021,3 Oct,0.2,0.2,0.2,0.2,-,-,-,-,-
Sembawang,2021,4 Oct,0.0,0.0,0.0,0.0,-,33.4,24.2,-,11.1
Sembawang,2021,5 Oct,0.0,0.0,0.0,0.0,-,28.8,24.3,-,57.4
Sembawang,2021,6 Oct,0.0,0.0,0.0,0.0,-,33.2,24.7,-,37.0
Sembawang,2021,7 Oct,0.0,0.0,0.0,0.0,-,33.2,25.1,-,38.9
Sembawang,2021,8 Oct,0.0,0.0,0.0,0.0,-,34.0,25.8,-,27.8
Sembawang,2021,9 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,10 Oct,7.0,4.0,6.2,6.2,-,-,-,-,-
Sembawang,2021,11 Oct,0.0,0.0,0.0,0.0,-,34.0,24.9,-,14.8
Sembawang,2021,12 Oct,0.0,0.0,0.0,0.0,-,34.0,25.3,-,14.8
Sembawang,2021,13 Oct,0.0,0.0,0.0,0.0,-,34.2,25.5,-,14.8
Sembawang,2021,14 Oct,0.0,0.0,0.0,0.0,-,33.1,25.9,-,18.5
Sembawang,2021,15 Oct,0.2,0.2,0.2,0.2,-,34.1,23.9,-,24.1
Sembawang,2021,16 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,17 Oct,17.1,13.5,15.3,15.5,-,-,-,-,-
Sembawang,2021,18 Oct,0.6,0.4,0.6,0.6,-,30.9,23.9,-,25.9
Sembawang,2021,19 Oct,0.0,0.0,0.0,0.0,-,33.3,24.3,-,29.6
Sembawang,2021,20 Oct,38.3,29.1,29.5,33.6,-,31.5,23.4,-,40.7
Sembawang,2021,21 Oct,3.6,3.2,3.4,3.6,-,32.7,23.8,-,13.0
Sembawang,2021,22 Oct,0.0,0.0,0.0,0.0,-,32.5,24.1,-,18.5
Sembawang,2021,23 Oct,3.2,1.8,1.8,2.0,-,-,-,-,-
Sembawang,2021,24 Oct,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,25 Oct,0.0,0.0,0.0,0.0,-,32.1,23.7,-,18.5
Sembawang,2021,26 Oct,0.0,0.0,0.0,0.0,-,33.4,23.6,-,14.8
Sembawang,2021,27 Oct,1.6,1.0,1.4,1.4,-,33.6,24.4,-,16.7
Sembawang,2021,28 Oct,15.9,14.9,15.9,15.9,-,29.8,24.3,-,18.5
Sembawang,2021,29 Oct,0.0,0.0,0.0,0.0,-,34.2,24.4,-,24.1
Sembawang,2021,30 Oct,2.8,2.2,2.4,2.6,-,-,-,-,-
Sembawang,2021,31 Oct,15.9,13.9,14.5,14.5,-,-,-,-,-
Sembawang,2021,1 Sep,0.4,0.2,0.4,0.4,-,31.9,24.6,-,29.6
Sembawang,2021,2 Sep,55.0,17.3,32.2,43.6,-,28.3,23.3,-,11.1
Sembawang,2021,3 Sep,0.4,0.4,0.4,0.4,-,32.3,24.1,-,24.1
Sembawang,2021,4 Sep,42.4,40.8,42.2,42.4,-,-,-,-,-
Sembawang,2021,5 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,6 Sep,2.6,2.4,2.6,2.6,-,34.2,24.3,-,20.4
Sembawang,2021,7 Sep,0.0,0.0,0.0,0.0,-,31.6,24.6,-,18.5
Sembawang,2021,8 Sep,0.4,0.2,0.2,0.4,-,32.3,24.2,-,33.3
Sembawang,2021,9 Sep,0.0,0.0,0.0,0.0,-,32.8,24.0,-,25.9
Sembawang,2021,10 Sep,8.6,5.4,7.2,8.6,-,30.2,23.1,-,27.8
Sembawang,2021,11 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,12 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,13 Sep,4.0,3.2,3.6,3.6,-,28.4,24.2,-,37.0
Sembawang,2021,14 Sep,0.0,0.0,0.0,0.0,-,30.9,25.2,-,22.2
Sembawang,2021,15 Sep,0.0,0.0,0.0,0.0,-,34.0,24.1,-,33.3
Sembawang,2021,16 Sep,1.2,1.2,1.2,1.2,-,33.7,25.5,-,40.7
Sembawang,2021,17 Sep,0.0,0.0,0.0,0.0,-,34.2,23.9,-,31.5
Sembawang,2021,18 Sep,0.0,0.0,0.0,0.0,-,-,-,-,-
Sembawang,2021,19 Sep,36.7,12.5,19.1,22.7,-,-,-,-,-
Sembawang,2021,20 Sep,0.6,0.4,0.4,0.4,-,32.2,23.9,-,31.5
Sembawang,2021,21 Sep,15.7,14.9,15.3,15.7,-,32.1,22.7,-,50.0
Sembawang,2021,22 Sep,1.6,1.4,1.4,1.6,-,32.6,23.5,-,25.9
Sembawang,2021,23 Sep,0.0,0.0,0.0,0.0,-,32.2,24.4,-,27.8
Sembawang,2021,24 Sep,54.0,42.0,50.7,53.7,-,33.4,24.5,-,33.3
Sembawang,2021,25 Sep,0.2,0.2,0.2,0.2,-,-,-,-,-
Sembawang,2021,26 Sep,14.0,7.0,9.4,9.4,-,-,-,-,-
Sembawang,2021,27 Sep,32.9,18.1,27.1,31.6,-,32.2,23.9,-,-
Sembawang,2021,28 Sep,25.3,23.9,25.1,25.3,-,32.1,24.2,-,40.7
Sembawang,2021,29 Sep,14.6,6.8,7.0,7.0,-,32.0,24.1,-,11.1
