Location,Year,Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (degree celsius),Maximum Temperature (degree celsius),Minimum Temperature (degree celsius),Mean Wind Speed (km/h),Max Wind Speed (km/h) 
Changi,2021,17 May,5.6,5.0,5.6,5.6,28.6,30.9,22.9,6.0,35.2
Changi,2021,18 May,25.8,12.4,13.4,13.6,26.4,28.7,23.0,6.4,25.9
Changi,2021,19 May,3.0,2.8,3.0,3.0,27.7,30.0,25.8,4.3,14.8
Changi,2021,20 May,0.0,0.0,0.0,0.0,28.8,31.8,25.7,5.5,24.1
Changi,2021,21 May,49.8,27.8,42.2,49.4,27.8,32.6,24.3,6.8,35.2
Changi,2021,22 May,0.0,0.0,0.0,0.0,27.8,30.3,26.0,6.3,27.8
Changi,2021,23 May,0.0,0.0,0.0,0.0,29.5,32.3,27.1,7.3,25.9
Changi,2021,24 May,0.0,0.0,0.0,0.0,29.8,33.3,27.5,9.3,29.6
Changi,2021,25 May,0.0,0.0,0.0,0.0,30.0,32.8,28.1,13.8,40.7
Changi,2021,26 May,0.0,0.0,0.0,0.0,29.6,32.4,27.9,10.3,29.6
Changi,2021,27 May,1.0,1.0,1.0,1.0,29.4,33.2,27.4,7.3,27.8
Changi,2021,28 May,0.0,0.0,0.0,0.0,29.2,33.4,26.5,7.6,31.5
Changi,2021,29 May,35.0,27.8,34.4,35.0,28.3,30.6,24.7,7.5,35.2
Changi,2021,30 May,0.0,0.0,0.0,0.0,29.1,33.5,26.9,5.6,33.3
Changi,2021,31 May,0.0,0.0,0.0,0.0,29.3,31.9,27.4,7.3,33.3
Changi,2021,1 Apr,0.0,0.0,0.0,0.0,30.4,34.3,26.9,8.7,35.2
Changi,2021,2 Apr,11.4,6.6,9.6,11.2,28.6,34.7,24.8,5.7,25.9
Changi,2021,3 Apr,2.0,1.2,1.2,2.0,27.8,33.3,26.0,5.2,37.0
Changi,2021,4 Apr,42.0,18.4,24.6,26.6,27.0,29.2,23.8,5.6,29.6
Changi,2021,5 Apr,33.8,24.4,31.4,32.6,27.0,32.7,24.5,5.3,42.6
Changi,2021,6 Apr,0.0,0.0,0.0,0.0,28.4,32.9,25.1,8.2,31.5
Changi,2021,7 Apr,0.0,0.0,0.0,0.0,29.2,33.3,26.1,9.9,35.2
Changi,2021,8 Apr,33.0,19.6,30.2,30.8,27.8,33.1,24.6,6.1,31.5
Changi,2021,9 Apr,0.2,0.2,0.2,0.2,28.5,32.2,24.9,8.5,31.5
Changi,2021,10 Apr,0.0,0.0,0.0,0.0,29.2,33.2,26.1,9.7,31.5
Changi,2021,11 Apr,0.0,0.0,0.0,0.0,29.2,33.3,26.6,9.5,29.6
Changi,2021,12 Apr,12.4,12.2,12.2,12.2,28.5,32.7,23.2,9.9,31.5
Changi,2021,13 Apr,0.0,0.0,0.0,0.0,28.8,32.1,26.7,7.3,24.1
Changi,2021,14 Apr,0.0,0.0,0.0,0.0,28.5,32.5,24.6,6.3,25.9
Changi,2021,15 Apr,18.4,12.6,15.6,16.4,26.8,32.5,23.5,5.4,27.8
Changi,2021,16 Apr,0.2,0.2,0.2,0.2,27.7,30.4,25.5,3.4,18.5
Changi,2021,17 Apr,83.8,21.8,42.6,69.2,25.8,31.2,23.1,5.0,31.5
Changi,2021,18 Apr,0.0,0.0,0.0,0.0,28.0,32.6,24.5,6.0,22.2
Changi,2021,19 Apr,0.0,0.0,0.0,0.0,28.4,32.6,26.0,5.5,24.1
Changi,2021,20 Apr,0.0,0.0,0.0,0.0,29.0,32.8,25.6,7.2,31.5
Changi,2021,21 Apr,0.0,0.0,0.0,0.0,29.1,32.8,27.1,7.4,31.5
Changi,2021,22 Apr,10.8,8.0,9.6,10.6,27.2,31.1,25.2,5.6,22.2
Changi,2021,23 Apr,0.0,0.2,0.2,0.2,29.1,33.1,26.0,5.6,29.6
Changi,2021,24 Apr,32.0,15.0,15.4,16.4,26.4,28.1,23.5,4.3,35.2
Changi,2021,25 Apr,0.0,0.0,0.0,0.0,28.8,32.6,25.2,7.7,25.9
Changi,2021,26 Apr,8.8,8.0,8.8,8.8,28.3,32.9,25.1,6.6,38.9
Changi,2021,27 Apr,1.6,1.6,1.6,1.6,27.7,31.7,25.7,5.3,24.1
Changi,2021,28 Apr,0.0,0.0,0.0,0.0,28.4,32.7,25.2,7.3,27.8
Changi,2021,29 Apr,0.0,0.0,0.0,0.0,29.0,33.4,26.5,8.9,37.0
Changi,2021,30 Apr,0.0,0.0,0.0,0.0,28.7,32.7,26.3,8.0,33.3
Changi,2021,1 Mar,0.0,0.0,0.0,0.0,28.3,34.2,25.4,10.3,27.8
Changi,2021,2 Mar,0.0,0.0,0.0,0.0,28.3,33.8,25.3,13.5,35.2
Changi,2021,3 Mar,0.0,0.0,0.0,0.0,28.5,33.0,25.6,11.7,37.0
Changi,2021,4 Mar,0.0,0.0,0.0,0.0,28.5,33.3,25.4,13.0,38.9
Changi,2021,5 Mar,0.0,0.0,0.0,0.0,28.8,34.0,26.2,14.0,35.2
Changi,2021,6 Mar,0.0,0.0,0.0,0.0,28.8,33.7,26.1,16.0,40.7
Changi,2021,7 Mar,36.4,28.2,33.4,35.2,26.5,33.6,23.0,8.7,35.2
Changi,2021,8 Mar,0.0,0.2,0.2,0.2,27.7,33.3,23.7,11.8,35.2
Changi,2021,9 Mar,0.0,0.0,0.0,0.0,28.0,32.8,24.9,13.3,38.9
Changi,2021,10 Mar,0.0,0.0,0.0,0.0,28.1,33.1,24.7,12.7,40.7
Changi,2021,11 Mar,0.0,0.0,0.0,0.0,28.3,33.0,25.0,12.2,37.0
Changi,2021,12 Mar,3.8,2.2,2.4,2.4,27.4,30.9,24.6,6.3,29.6
Changi,2021,13 Mar,0.0,0.0,0.0,0.0,28.0,33.2,24.8,10.3,29.6
Changi,2021,14 Mar,12.0,5.6,7.0,12.0,27.5,32.0,24.8,9.6,29.6
Changi,2021,15 Mar,19.4,18.6,19.4,19.4,27.7,32.9,24.0,12.3,31.5
Changi,2021,16 Mar,1.4,1.4,1.4,1.4,28.0,31.9,25.5,10.5,25.9
Changi,2021,17 Mar,0.6,0.4,0.6,0.6,27.5,32.7,24.7,7.3,33.3
Changi,2021,18 Mar,0.0,0.0,0.0,0.0,28.1,33.1,26.0,8.0,29.6
Changi,2021,19 Mar,0.0,0.0,0.0,0.0,28.7,33.2,26.0,9.7,29.6
Changi,2021,20 Mar,0.6,0.4,0.6,0.6,28.0,32.6,26.2,9.0,35.2
Changi,2021,21 Mar,0.0,0.0,0.0,0.0,28.9,33.5,25.6,9.0,29.6
Changi,2021,22 Mar,0.0,0.0,0.0,0.0,28.6,33.5,25.7,12.9,48.2
Changi,2021,23 Mar,1.2,0.8,0.8,0.8,28.0,33.2,25.3,10.2,35.2
Changi,2021,24 Mar,38.0,10.2,17.0,22.2,25.7,30.6,24.3,5.2,33.3
Changi,2021,25 Mar,1.6,1.2,1.4,1.4,26.2,29.2,24.5,7.3,27.8
Changi,2021,26 Mar,0.0,0.0,0.0,0.0,28.3,32.3,25.8,10.0,31.5
Changi,2021,27 Mar,13.2,5.2,9.2,13.2,27.1,31.3,24.1,6.2,38.9
Changi,2021,28 Mar,0.0,0.0,0.0,0.0,28.4,33.0,25.0,6.3,24.1
Changi,2021,29 Mar,8.8,5.0,8.4,8.8,27.5,32.5,24.8,6.8,24.1
Changi,2021,30 Mar,11.8,11.6,11.8,11.8,27.7,32.9,25.1,5.0,29.6
Changi,2021,31 Mar,33.6,16.8,26.8,33.0,28.5,34.0,23.3,7.3,35.2
Changi,2021,1 Feb,0.0,0.0,0.0,0.0,26.9,30.1,24.6,11.9,35.2
Changi,2021,2 Feb,0.0,0.0,0.0,0.0,26.9,30.3,25.4,12.0,35.2
Changi,2021,3 Feb,0.0,0.0,0.0,0.0,27.0,30.3,25.1,12.7,38.9
Changi,2021,4 Feb,0.0,0.0,0.0,0.0,26.7,30.8,24.5,13.4,40.7
Changi,2021,5 Feb,0.0,0.0,0.0,0.0,26.8,31.6,23.7,12.3,37.0
Changi,2021,6 Feb,0.0,0.0,0.0,0.0,27.6,31.5,25.6,15.7,38.9
Changi,2021,7 Feb,0.0,0.0,0.0,0.0,27.6,32.7,24.6,12.6,35.2
Changi,2021,8 Feb,0.0,0.0,0.0,0.0,27.6,32.1,24.7,13.3,37.0
Changi,2021,9 Feb,0.0,0.0,0.0,0.0,27.7,32.1,25.0,13.0,33.3
Changi,2021,10 Feb,0.0,0.0,0.0,0.0,27.4,31.4,25.2,11.6,33.3
Changi,2021,11 Feb,0.6,0.6,0.6,0.6,27.6,31.9,25.1,13.0,31.5
Changi,2021,12 Feb,0.4,0.4,0.4,0.4,27.5,31.7,25.6,12.8,37.0
Changi,2021,13 Feb,0.0,0.0,0.0,0.0,27.7,32.2,25.5,14.7,35.2
Changi,2021,14 Feb,0.0,0.0,0.0,0.0,27.1,31.1,25.2,15.7,37.0
Changi,2021,15 Feb,0.0,0.0,0.0,0.0,27.0,30.7,24.7,15.8,38.9
Changi,2021,16 Feb,0.0,0.0,0.0,0.0,26.6,30.6,24.4,14.2,35.2
Changi,2021,17 Feb,0.0,0.0,0.0,0.0,27.0,31.2,24.4,14.1,37.0
Changi,2021,18 Feb,0.0,0.0,0.0,0.0,26.9,31.1,24.1,16.8,42.6
Changi,2021,19 Feb,0.0,0.0,0.0,0.0,27.1,31.1,25.1,16.4,42.6
Changi,2021,20 Feb,0.0,0.0,0.0,0.0,27.2,31.5,25.3,16.8,38.9
Changi,2021,21 Feb,0.0,0.0,0.0,0.0,27.2,31.9,24.9,15.7,37.0
Changi,2021,22 Feb,0.0,0.0,0.0,0.0,27.2,31.6,24.8,14.5,37.0
Changi,2021,23 Feb,0.0,0.0,0.0,0.0,27.1,32.9,24.1,13.2,31.5
Changi,2021,24 Feb,0.0,0.0,0.0,0.0,26.7,31.2,24.0,10.6,29.6
Changi,2021,25 Feb,0.0,0.0,0.0,0.0,27.4,32.3,24.1,9.3,25.9
Changi,2021,26 Feb,0.0,0.0,0.0,0.0,27.6,33.7,24.2,9.3,35.2
Changi,2021,27 Feb,0.0,0.0,0.0,0.0,28.2,33.0,25.2,7.7,27.8
Changi,2021,28 Feb,0.0,0.0,0.0,0.0,28.3,33.5,25.4,11.4,29.6
Changi,2021,1 Jan,134.4,21.2,29.6,45.4,24.5,26.0,21.9,9.6,44.4
Changi,2021,2 Jan,210.6,23.6,40.2,61.6,23.1,24.1,21.7,7.9,37.0
Changi,2021,3 Jan,5.6,1.0,2.0,2.6,24.0,25.0,21.7,4.5,14.8
Changi,2021,4 Jan,0.0,0.0,0.0,0.0,25.2,28.0,22.9,5.1,18.5
Changi,2021,5 Jan,4.2,4.2,4.2,4.2,26.3,31.6,23.8,8.8,29.6
Changi,2021,6 Jan,0.8,0.6,0.6,0.6,26.6,29.9,24.8,7.3,29.6
Changi,2021,7 Jan,7.2,2.6,3.6,4.4,24.3,25.3,23.7,5.8,18.5
Changi,2021,8 Jan,40.6,19.6,21.6,22.6,25.3,28.5,23.4,8.6,37.0
Changi,2021,9 Jan,23.8,9.8,11.8,13.2,25.6,28.7,23.9,7.9,37.0
Changi,2021,10 Jan,204.0,22.0,36.8,54.6,23.9,24.6,23.3,8.5,33.3
Changi,2021,11 Jan,2.4,0.4,0.8,1.2,25.8,28.6,24.3,11.5,37.0
Changi,2021,12 Jan,13.0,9.0,9.0,9.0,25.7,28.9,23.9,14.1,-
Changi,2021,13 Jan,2.0,1.0,1.0,1.2,25.4,27.7,23.6,10.2,42.6
Changi,2021,14 Jan,0.0,0.2,0.2,0.2,25.7,29.0,23.3,8.6,31.5
Changi,2021,15 Jan,0.0,0.0,0.0,0.0,26.8,30.5,24.4,11.5,29.6
Changi,2021,16 Jan,0.0,0.0,0.0,0.0,27.0,30.0,24.9,12.6,31.5
Changi,2021,17 Jan,0.0,0.0,0.0,0.0,27.1,30.5,25.2,15.4,38.9
Changi,2021,18 Jan,0.0,0.0,0.0,0.0,26.5,28.9,25.2,15.9,48.2
Changi,2021,19 Jan,0.0,0.0,0.0,0.0,26.4,29.7,24.0,12.0,35.2
Changi,2021,20 Jan,0.0,0.0,0.0,0.0,26.4,29.6,24.0,9.4,31.5
Changi,2021,21 Jan,0.8,0.4,0.6,0.8,26.5,30.7,24.1,10.0,31.5
Changi,2021,22 Jan,3.2,3.0,3.2,3.2,26.3,30.8,24.1,9.3,27.8
Changi,2021,23 Jan,28.4,16.4,27.2,28.4,26.1,30.6,23.0,10.1,38.9
Changi,2021,24 Jan,0.0,0.0,0.0,0.0,26.7,31.2,23.5,11.4,31.5
Changi,2021,25 Jan,0.0,0.0,0.0,0.0,27.4,31.6,25.1,11.5,31.5
Changi,2021,26 Jan,0.0,0.0,0.0,0.0,27.3,31.5,24.6,11.2,31.5
Changi,2021,27 Jan,0.0,0.0,0.0,0.0,26.8,30.2,24.4,9.6,31.5
Changi,2021,28 Jan,10.8,10.6,10.8,10.8,26.4,30.4,23.1,10.7,33.3
Changi,2021,29 Jan,0.0,0.0,0.0,0.0,26.9,30.6,24.5,12.3,35.2
Changi,2021,30 Jan,0.0,0.0,0.0,0.0,27.0,30.5,24.7,12.9,40.7
Changi,2021,31 Jan,1.0,0.4,0.6,0.6,26.4,30.3,24.1,11.3,35.2
Changi,2020,1 Dec,0.2,0.2,0.2,0.2,28.6,33.5,25.3,5.0,20.4
Changi,2020,2 Dec,4.6,4.4,4.6,4.6,27.6,31.6,24.3,4.8,-
Changi,2020,3 Dec,17.6,12.6,12.8,15.4,26.7,32.9,24.4,11.3,37.0
Changi,2020,4 Dec,0.4,0.4,0.4,0.4,26.6,31.0,24.4,14.4,29.6
Changi,2020,5 Dec,0.0,0.0,0.0,0.0,26.8,31.2,25.4,18.8,-
Changi,2020,6 Dec,0.0,0.0,0.0,0.0,28.0,32.0,25.5,21.4,33.3
Changi,2020,7 Dec,9.8,9.4,9.4,9.8,27.8,32.5,24.2,18.1,31.5
Changi,2020,8 Dec,0.0,0.0,0.0,0.0,28.0,32.6,25.6,16.9,-
Changi,2020,9 Dec,58.2,46.2,52.8,54.6,27.2,32.0,23.8,15.1,42.6
Changi,2020,10 Dec,42.2,35.4,39.0,40.4,26.3,32.8,23.5,8.0,33.3
Changi,2020,11 Dec,0.0,0.2,0.2,0.2,27.8,32.7,23.6,5.9,31.5
Changi,2020,12 Dec,30.0,13.4,17.2,25.6,26.2,31.4,23.0,7.1,35.2
Changi,2020,13 Dec,1.8,0.6,0.8,0.8,27.0,31.7,23.7,6.6,29.6
Changi,2020,14 Dec,20.6,8.4,13.4,15.4,26.4,31.9,23.4,5.6,27.8
Changi,2020,15 Dec,0.0,0.0,0.0,0.0,27.2,31.9,24.5,6.9,31.5
Changi,2020,16 Dec,12.2,6.2,7.4,7.4,25.9,29.5,24.2,4.8,31.5
Changi,2020,17 Dec,0.0,0.0,0.0,0.0,26.7,31.1,24.7,6.4,25.9
Changi,2020,18 Dec,19.4,11.6,13.8,14.0,25.5,27.0,23.0,5.3,31.5
Changi,2020,19 Dec,0.6,0.6,0.6,0.6,26.6,30.2,24.5,6.9,24.1
Changi,2020,20 Dec,1.6,1.4,1.6,1.6,26.9,31.4,24.8,8.4,31.5
Changi,2020,21 Dec,0.0,0.0,0.0,0.0,27.3,31.1,25.2,6.3,31.5
Changi,2020,22 Dec,0.0,0.0,0.0,0.0,28.0,32.4,25.1,8.1,27.8
Changi,2020,23 Dec,5.6,2.8,3.6,3.6,27.6,32.7,25.4,6.8,29.6
Changi,2020,24 Dec,7.6,4.6,7.4,7.6,26.8,29.5,24.3,4.6,20.4
Changi,2020,25 Dec,14.2,13.8,14.0,14.2,28.0,32.5,25.1,9.0,29.6
Changi,2020,26 Dec,1.2,1.0,1.2,1.2,27.5,31.5,23.9,10.4,31.5
Changi,2020,27 Dec,2.2,2.0,2.2,2.2,27.2,31.8,24.1,9.4,27.8
Changi,2020,28 Dec,0.0,0.0,0.0,0.0,28.1,31.7,26.0,12.5,35.2
Changi,2020,29 Dec,3.2,2.6,2.6,2.6,26.6,30.3,24.9,6.0,25.9
Changi,2020,30 Dec,0.0,0.0,0.0,0.0,27.8,31.8,25.1,10.1,33.3
Changi,2020,31 Dec,0.0,0.0,0.0,0.0,27.7,31.7,25.3,9.6,35.2
Changi,2020,1 Nov,0.0,0.0,0.0,0.0,27.9,33.4,25.1,7.0,25.9
Changi,2020,2 Nov,48.2,25.2,33.6,41.0,26.7,32.7,24.0,6.4,35.2
Changi,2020,3 Nov,0.0,0.0,0.0,0.2,27.6,30.4,25.3,5.4,20.4
Changi,2020,4 Nov,64.2,37.8,46.4,55.6,25.4,27.0,23.3,4.9,40.7
Changi,2020,5 Nov,0.0,0.0,0.0,0.0,28.0,32.6,24.7,7.6,24.1
Changi,2020,6 Nov,0.0,0.0,0.0,0.0,28.7,31.9,26.3,7.1,24.1
Changi,2020,7 Nov,5.2,2.0,2.8,3.8,26.0,29.1,24.3,5.9,38.9
Changi,2020,8 Nov,0.2,0.2,0.2,0.2,26.7,30.0,24.4,5.0,27.8
Changi,2020,9 Nov,3.8,3.8,3.8,3.8,26.7,29.9,25.4,6.2,27.8
Changi,2020,10 Nov,10.8,5.8,6.8,7.0,26.6,29.6,24.4,3.5,18.5
Changi,2020,11 Nov,0.0,0.0,0.0,0.0,28.3,31.8,24.9,8.9,31.5
Changi,2020,12 Nov,0.0,0.0,0.0,0.0,29.3,33.3,27.3,13.2,31.5
Changi,2020,13 Nov,0.0,0.0,0.0,0.0,29.1,33.1,26.4,9.6,29.6
Changi,2020,14 Nov,4.6,2.8,3.6,4.0,28.0,31.8,25.8,7.3,27.8
Changi,2020,15 Nov,19.2,6.4,7.4,9.6,27.4,31.9,24.8,10.0,38.9
Changi,2020,16 Nov,8.6,3.6,4.6,6.6,27.6,31.6,25.0,9.3,38.9
Changi,2020,17 Nov,0.8,0.8,0.8,0.8,27.3,32.5,25.6,7.5,29.6
Changi,2020,18 Nov,0.0,0.0,0.0,0.0,28.5,33.4,24.9,5.8,22.2
Changi,2020,19 Nov,0.8,0.4,0.4,0.4,27.3,30.4,25.5,5.5,24.1
Changi,2020,20 Nov,0.2,0.2,0.2,0.2,27.9,33.3,25.7,5.3,25.9
Changi,2020,21 Nov,7.6,1.4,2.2,4.0,26.7,32.1,24.5,7.1,29.6
Changi,2020,22 Nov,17.4,11.4,15.0,16.4,26.2,31.5,23.8,5.8,35.2
Changi,2020,23 Nov,7.4,2.0,3.4,4.0,26.1,29.8,24.1,6.2,29.6
Changi,2020,24 Nov,0.2,0.2,0.2,0.2,26.1,28.1,24.8,4.7,16.7
Changi,2020,25 Nov,0.0,0.0,0.0,0.0,26.6,29.4,25.1,7.1,20.4
Changi,2020,26 Nov,5.4,1.8,3.0,3.6,26.2,27.8,25.2,4.5,16.7
Changi,2020,27 Nov,0.0,0.0,0.0,0.2,27.2,30.3,25.2,7.3,22.2
Changi,2020,28 Nov,4.2,2.0,3.4,4.0,26.5,29.2,23.7,5.4,29.6
Changi,2020,29 Nov,0.0,0.0,0.0,0.0,27.6,31.0,25.4,7.5,24.1
Changi,2020,30 Nov,11.8,11.6,11.8,11.8,27.2,31.8,24.6,6.7,24.1
Changi,2020,1 Oct,0.6,0.6,0.6,0.6,27.1,30.9,26.0,5.6,27.8
Changi,2020,2 Oct,0.0,0.0,0.0,0.0,27.8,31.7,25.0,6.6,31.5
Changi,2020,3 Oct,4.2,2.4,2.6,4.0,27.8,32.0,24.6,10.3,33.3
Changi,2020,4 Oct,0.0,0.0,0.0,0.0,28.6,30.9,27.2,5.3,22.2
Changi,2020,5 Oct,0.0,0.0,0.0,0.0,29.0,32.3,26.6,6.0,24.1
Changi,2020,6 Oct,0.0,0.0,0.0,0.0,28.6,31.9,26.7,7.9,27.8
Changi,2020,7 Oct,3.8,2.4,3.2,3.8,28.7,32.9,25.0,7.5,31.5
Changi,2020,8 Oct,4.2,1.8,2.6,3.4,27.9,33.2,25.5,8.4,35.2
Changi,2020,9 Oct,0.0,0.0,0.0,0.0,27.9,29.7,26.5,6.6,24.1
Changi,2020,10 Oct,19.0,16.2,18.0,18.8,27.5,29.1,23.2,5.6,42.6
Changi,2020,11 Oct,0.0,0.0,0.0,0.0,27.8,31.0,25.4,8.5,33.3
Changi,2020,12 Oct,0.0,0.0,0.0,0.0,28.5,30.8,27.1,12.9,37.0
Changi,2020,13 Oct,0.0,0.0,0.0,0.0,29.0,31.6,26.8,6.2,27.8
Changi,2020,14 Oct,2.6,2.6,2.6,2.6,28.9,31.3,25.4,7.6,35.2
Changi,2020,15 Oct,2.0,1.0,1.2,2.0,28.4,32.2,25.0,8.4,31.5
Changi,2020,16 Oct,0.6,0.4,0.4,0.4,29.0,32.7,25.0,8.4,35.2
Changi,2020,17 Oct,0.0,0.0,0.0,0.0,29.7,33.6,27.5,9.4,33.3
Changi,2020,18 Oct,1.2,0.6,0.6,1.2,28.2,30.6,24.6,9.5,42.6
Changi,2020,19 Oct,0.0,0.0,0.0,0.0,28.8,31.8,26.6,7.2,25.9
Changi,2020,20 Oct,0.0,0.0,0.0,0.0,27.9,30.2,26.0,6.5,25.9
Changi,2020,21 Oct,4.4,2.4,2.4,2.4,28.5,33.5,25.1,6.9,25.9
Changi,2020,22 Oct,3.0,1.0,1.8,2.6,27.7,31.6,24.8,9.1,37.0
Changi,2020,23 Oct,0.0,0.0,0.0,0.0,28.7,31.5,27.1,5.5,18.5
Changi,2020,24 Oct,0.4,0.4,0.4,0.4,27.8,29.6,26.4,5.6,18.5
Changi,2020,25 Oct,14.0,10.2,11.6,12.8,28.4,33.7,22.2,6.1,44.4
Changi,2020,26 Oct,1.2,0.6,0.6,0.8,27.1,28.9,24.6,4.4,29.6
Changi,2020,27 Oct,0.0,0.0,0.0,0.0,29.6,34.1,26.4,5.4,31.5
Changi,2020,28 Oct,8.0,7.8,7.8,7.8,27.7,29.0,25.3,4.8,20.4
Changi,2020,29 Oct,0.0,0.0,0.0,0.0,28.3,32.4,26.3,8.6,31.5
Changi,2020,30 Oct,0.0,0.0,0.0,0.0,28.5,32.4,25.4,8.3,31.5
Changi,2020,31 Oct,9.6,9.0,9.4,9.4,27.7,33.2,24.5,7.1,35.2
Changi,2020,1 Sep,1.2,1.2,1.2,1.2,28.3,31.7,25.4,10.0,40.7
Changi,2020,2 Sep,0.2,0.2,0.2,0.2,28.6,31.5,27.3,10.1,29.6
Changi,2020,3 Sep,0.8,0.6,0.6,0.6,27.6,30.7,26.5,5.9,24.1
Changi,2020,4 Sep,0.0,0.0,0.0,0.0,27.6,31.9,25.7,7.2,29.6
Changi,2020,5 Sep,32.8,9.8,14.0,18.4,25.5,26.3,23.4,5.6,27.8
Changi,2020,6 Sep,25.6,22.4,24.6,25.6,26.5,31.4,22.8,5.6,40.7
Changi,2020,7 Sep,0.0,0.0,0.0,0.0,28.1,31.7,25.4,9.6,35.2
Changi,2020,8 Sep,0.0,0.0,0.0,0.0,28.4,32.0,26.7,11.3,42.6
Changi,2020,9 Sep,0.0,0.0,0.0,0.0,28.5,32.2,26.6,7.6,31.5
Changi,2020,10 Sep,0.8,0.4,0.4,0.4,28.0,30.7,25.3,7.3,29.6
Changi,2020,11 Sep,3.2,0.8,1.2,1.6,27.5,32.2,24.6,7.6,29.6
Changi,2020,12 Sep,7.4,3.0,3.2,4.2,26.3,30.6,24.1,5.6,38.9
Changi,2020,13 Sep,17.0,4.2,6.6,10.4,25.0,27.6,22.7,6.9,57.4
Changi,2020,14 Sep,11.4,5.6,9.6,10.4,25.6,29.1,24.0,7.6,44.4
Changi,2020,15 Sep,0.0,0.0,0.0,0.0,27.7,31.3,24.8,7.2,29.6
Changi,2020,16 Sep,9.6,4.8,7.2,9.0,26.7,30.1,21.9,9.3,46.3
Changi,2020,17 Sep,0.0,0.0,0.0,0.0,28.0,33.2,25.6,9.2,44.4
Changi,2020,18 Sep,0.0,0.0,0.0,0.0,29.0,32.5,26.5,11.5,33.3
Changi,2020,19 Sep,0.0,0.0,0.0,0.0,28.6,32.4,24.7,8.5,33.3
Changi,2020,20 Sep,2.6,2.6,2.6,2.6,28.7,31.3,24.9,9.3,27.8
Changi,2020,21 Sep,4.6,2.2,2.6,3.2,26.3,29.0,25.2,5.9,27.8
Changi,2020,22 Sep,0.0,0.2,0.2,0.2,27.6,31.7,25.2,6.9,27.8
Changi,2020,23 Sep,0.0,0.0,0.0,0.0,28.6,32.9,25.7,8.0,42.6
Changi,2020,24 Sep,0.2,0.2,0.2,0.2,28.4,31.5,25.2,7.8,31.5
Changi,2020,25 Sep,0.8,0.6,0.6,0.6,28.4,32.8,23.9,7.9,55.6
Changi,2020,26 Sep,25.2,9.0,10.4,13.0,26.2,28.8,23.6,7.2,29.6
Changi,2020,27 Sep,4.2,1.4,2.4,3.8,26.7,29.3,23.6,6.6,24.1
Changi,2020,28 Sep,0.0,0.0,0.0,0.0,28.3,31.7,26.9,7.6,37.0
Changi,2020,29 Sep,2.6,1.8,2.0,2.0,27.2,29.3,24.4,8.6,44.4
Changi,2020,30 Sep,0.0,0.0,0.0,0.0,28.1,32.6,25.3,9.0,37.0
Changi,2020,1 Aug,0.0,0.0,0.0,0.0,28.5,30.4,26.0,12.3,40.7
Changi,2020,2 Aug,0.0,0.0,0.0,0.0,28.9,31.7,26.9,10.3,31.5
Changi,2020,3 Aug,0.0,0.0,0.0,0.0,29.2,31.7,27.2,12.0,31.5
Changi,2020,4 Aug,4.8,4.6,4.8,4.8,27.9,30.2,24.1,8.8,44.4
Changi,2020,5 Aug,0.0,0.0,0.0,0.0,28.8,31.8,26.7,8.6,25.9
Changi,2020,6 Aug,0.0,0.0,0.0,0.0,29.2,31.4,27.6,8.1,27.8
Changi,2020,7 Aug,0.0,0.0,0.0,0.0,29.4,32.7,27.3,11.4,29.6
Changi,2020,8 Aug,0.0,0.0,0.0,0.0,29.7,32.9,27.6,11.0,27.8
Changi,2020,9 Aug,0.0,0.0,0.0,0.0,29.6,32.8,27.7,12.3,31.5
Changi,2020,10 Aug,0.0,0.0,0.0,0.0,29.7,33.0,27.8,12.9,33.3
Changi,2020,11 Aug,0.0,0.0,0.0,0.0,29.5,32.7,28.2,11.0,31.5
Changi,2020,12 Aug,0.0,0.0,0.0,0.0,27.9,30.0,26.8,8.7,31.5
Changi,2020,13 Aug,34.6,22.2,30.8,33.4,28.3,32.2,22.5,6.4,40.7
Changi,2020,14 Aug,13.8,7.2,12.2,12.6,25.9,28.5,23.4,5.1,35.2
Changi,2020,15 Aug,0.0,0.0,0.0,0.0,28.0,31.5,24.6,6.5,25.9
Changi,2020,16 Aug,0.0,0.0,0.0,0.0,28.0,30.0,26.4,8.0,27.8
Changi,2020,17 Aug,5.2,4.0,4.6,4.6,27.4,31.4,24.3,6.2,29.6
Changi,2020,18 Aug,2.0,1.0,1.0,2.0,27.1,30.1,25.3,6.4,48.2
Changi,2020,19 Aug,1.8,1.4,1.6,1.8,28.0,31.3,25.4,5.7,25.9
Changi,2020,20 Aug,2.2,2.0,2.0,2.0,28.1,31.9,25.5,10.6,37.0
Changi,2020,21 Aug,0.0,0.0,0.0,0.0,29.6,33.0,27.7,15.2,31.5
Changi,2020,22 Aug,2.0,1.4,1.6,1.6,27.9,32.1,25.3,9.3,38.9
Changi,2020,23 Aug,24.4,8.2,11.2,15.2,25.6,27.0,23.0,5.1,48.2
Changi,2020,24 Aug,0.0,0.2,0.2,0.2,28.1,32.4,24.5,9.0,33.3
Changi,2020,25 Aug,0.0,0.0,0.0,0.0,27.9,31.9,25.7,8.6,44.4
Changi,2020,26 Aug,4.6,4.4,4.6,4.6,27.0,31.3,24.0,9.6,51.9
